,Id,Comment
85,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
86,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
87,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
88,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
89,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
90,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
91,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
92,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
93,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
94,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
95,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
96,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
97,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
98,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
99,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
100,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
101,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
102,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
103,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
104,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
105,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
106,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
107,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
108,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
109,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
110,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
111,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
112,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
113,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
114,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
115,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
116,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
117,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
118,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
119,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
120,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
121,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
122,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
123,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
124,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
125,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
126,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
127,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
128,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
129,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
130,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
131,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
132,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
133,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
134,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
135,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
136,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
137,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
138,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
139,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
140,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
141,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
142,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
143,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
144,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
145,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
146,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
147,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
148,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
149,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
150,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
151,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
152,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
153,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
154,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
155,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
156,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
157,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
158,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
159,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
160,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
161,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
162,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
163,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
164,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
165,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
166,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
167,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
168,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
169,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
170,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
171,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
172,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
173,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
174,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
